Response ID,Response started,Response completed,RD1 - Please select the role most applicable to you:,RD2 - How many years of previous programming experience do you have?,RD3 - Do you have any prior experience with Programmable Logic Controllers?,RD4 - Which programming languages do you use to write code for Programmable Logic Controllers?,"W1 - Suppose the following automation task containing two switches and one motor, where to turn the motor ON, both switches must be ON. The possible states for the elements of this task can be described by the table and illustration below:     Using your understanding of Ladder Logic, select the diagram that correctly solves this task:","R1 - Using your understanding of Ladder Logic, look at the diagram below and select the answer that correctly describes this diagram:","W2 - Suppose the following automation task containing two buttons and one light bulb, where to turn the light bulb ON, at least one button must be OFF. The possible states for the elements of this task can be described by the table and illustration below:   Using your understanding of Ladder Logic, select the diagram that correctly solves this task:","R2 - Using your understanding of Ladder Logic, look at the diagram below and select the answer that correctly describes this diagram:","W3 - Suppose the following automation task containing two buttons and one light bulb, where to turn the light ON both buttons must be OFF. The possible states for the elements of this task can be described by the table and illustration below: Using your understanding of Ladder Logic, select the diagram that correctly solves this task:","R3 - Using your understanding of Ladder Logic, look at the diagram below and select the answer that correctly describes this diagram:","W4 - Suppose the following automation task containing two buttons and one light bulb, where for the light to be ON, the two buttons must keep in the same state. The possible states for the elements of this task can be described by the table and illustration below:  Using your understanding of Ladder Logic, select the diagram that correctly solves this task:","R4 - Using your understanding of Ladder Logic, look at the diagram below and select the answer that correctly describes this diagram:","W5 - Suppose the following automation task containing two switches and one sprinkler, where to turn the sprinkler ON, the two switches must be in opposite states. In other words, while one switch is ON, the other must be OFF to activate the sprinkler. The possible states for the elements of this task can be described by the table and illustration below: Using your understanding of Ladder Logic, select the diagram that correctly solves this task:","R5 - Using your understanding of Ladder Logic, look at the diagram below and select the answer that correctly describes this diagram:","Q1 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I think that I would like to use Ladder Logic frequently.]","Q2 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I found Ladder Logic unnecessarily complex.]","Q3 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I thought that Ladder Logic was easy to use.]","Q4 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I think that I would need assistance to be able to use Ladder Logic.]","Q5 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I found the various functions in Ladder Logic were well integrated.]","Q6 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I thought there was too much inconsistency in Ladder Logic.]","Q7 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I would imagine that most people would learn to use Ladder Logic very quickly.]","Q8 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I found Ladder Logic very cumbersome/awkward to use.]","Q9 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I felt very confident using Ladder Logic.]","Q10 - For each one of the following statements, mark the box that best describes your reactions to the Ladder Logic programming language: 
[I needed to learn a lot of things before I could get going with Ladder Logic.]",OQ - What is your opinion about Ladder Logic? Feel free to provide any thoughts about this language or click on the 'Submit' button to submit your answer.
HHBUgc4q,"Jun 19, 2020 12:44:04 AM","Jun 19, 2020 12:55:27 AM",Engineer,5+ Years,5+ Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","3 - Correct structure and labels, wrong symbols","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,1,1,2,3,3,4,5,1,1,Outdated not flexible enough compared to ST
WcCN8dFP,"Jun 19, 2020 01:02:28 AM","Jun 19, 2020 03:00:01 AM",Engineer,No programming experience,No experience,,"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is OFF and the Water Level Detector is ON.,"5 - Wrong structure, symbols and labels","Light will never be turned ON, regardless the state of the input elements (Button A and Button B).","5 - Wrong structure, symbols and labels","Alarm will be turned ON when at least one of the following elements is ON: Smoke Detector, Carbon Monoxide Detector or Test Button.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button and Stop Button are OFF, or when the Heat Sensor is ON.",,,,,2,,,,,,
B2ChO5Fo,"Jun 19, 2020 01:08:34 AM","Jun 19, 2020 01:35:48 AM",Other,5+ Years,3-5 Years,Function block diagram (FBD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"4 - Correct structure, wrong labels and symbols","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, and the Test Button is OFF.","6 - Wrong structure, symbols and labels","Boiler will be turned ON when the Start Button and Stop Button are OFF, or when the Heat Sensor is ON.",3,3,3,3,3,3,3,3,3,3,
FKChcXAV,"Jun 19, 2020 01:26:43 AM","Jun 19, 2020 02:00:59 AM",Engineer,3-5 Years,No experience,Function block diagram (FBD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"5 - Wrong structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",2,1,5,2,4,1,4,2,5,1,"Theese examples are quite simple, I'd like to see some more complex examples. also this seemes to be only boolean, no analoge elements? like water level %. (limits)"
ucCCRQEy,"Jun 19, 2020 01:31:50 AM","Jun 19, 2020 02:14:45 AM",Engineer,5+ Years,5+ Years,"Ladder diagram (LD),Function block diagram (FBD),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",2,1,5,1,2,3,4,1,2,1,
uYB3Fmfo,"Jun 19, 2020 03:05:00 AM","Jun 19, 2020 03:21:02 AM",Engineer,5+ Years,5+ Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","2 - Correct structure and symbols, wrong labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"2 - Correct structure and symbols, wrong labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,5,1,1,4,2,2,5,2,1,"Sparkie (Electrician tool), Process control technicians will use FBD"
QPbT44zU,"Jun 19, 2020 03:18:56 AM","Jun 19, 2020 04:23:53 AM",Engineer,No programming experience,< 1 Year,Function block diagram (FBD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"7 - Wrong structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"2 - Correct structure and symbols, wrong labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","3 - Correct structure and labels, wrong symbols","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",2,3,3,1,1,4,4,4,3,3,"a simple system, but too limiting for creating solutions in a modern world where variables and other data forms are nessecary."
BGCsZkS0,"Jun 19, 2020 03:51:52 AM","Jun 19, 2020 04:06:10 AM",Engineer,5+ Years,5+ Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,5,1,5,1,5,2,5,2,Ladder languages is simple & easy to learn
cFB3d8qf,"Jun 19, 2020 03:53:27 AM","Jun 19, 2020 04:11:06 AM",Engineer,No programming experience,No experience,,"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"2 - Correct structure and symbols, wrong labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,3,5,1,4,2,4,1,4,3,
vMzcNyO6,"Jun 19, 2020 04:15:15 AM","Jun 19, 2020 04:54:50 AM",Other,5+ Years,1-2 Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,1,5,1,5,1,2,2,5,1,"In the fact, I have used it on Moeller Easy Relay  (today it it Eaton) and we have programmed it on display and then from computer, this was approx. in 1997 and this was last time when I have used it.
BTW you have fault in one combinatory table. I will write an extra email about this.

Best regards from Czechia, Zdenek Halamka if you want to contact me, you can mail me at: Halamka@gmail.com"
hjBUElDI,"Jun 19, 2020 04:23:21 AM","Jun 19, 2020 04:56:05 AM",Engineer,1-2 Years,< 1 Year,Other,"2 - Correct structure and symbols, wrong labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,1,4,2,2,1,2,4,2,1,"It seems to be about being able to translate one visualization of the logic table into another that is actually harder to read! Both have the same meaning, no information is added. Standard circuits of inputs and outputs could be used to apply 1:1 to any possible logic table. The ladder logic view could be useful for the person wiring up the switches and lamps, but it might be created automatically from the logic table. Also, the ladder logic diagrams do not avoid having someone drawing something that does not make any logical sense (unfit for any application except wasting switches and lamps...)"
X9CsyK0v,"Jun 19, 2020 04:55:24 AM","Jun 19, 2020 05:01:51 AM",Other,5+ Years,No experience,No experience,"5 - Wrong structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"3 - Correct structure and labels, wrong symbols",Light will be turned ON only when Button A is ON and button B is OFF.,"4 - Correct structure, wrong labels and symbols","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","5 - Wrong structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,1,2,5,4,4,4,3,1,5,Not a part of my everyday work
lEz5krG0,"Jun 19, 2020 05:10:03 AM","Jun 19, 2020 05:31:01 AM",Engineer,5+ Years,5+ Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when at least one of the following elements is ON: Smoke Detector, Carbon Monoxide Detector or Test Button.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",2,3,4,1,3,2,5,1,3,1,It is good solution for the simple logics.
EkzApVb3,"Jun 19, 2020 05:14:21 AM","Jun 19, 2020 05:28:15 AM",Engineer,5+ Years,5+ Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",3,1,5,1,2,2,4,2,5,2,"If you have experience with electrical diagrams, ladder it's a straight forward languaje, and you can easily learn to use it. Maybe, for programmers without an electrical background, it can get complicated or not so intuitive."
2vb0j9WK,"Jun 19, 2020 05:43:27 AM","Jun 19, 2020 06:35:53 AM",Engineer,5+ Years,No experience,"Ladder diagram (LD),Function block diagram (FBD)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"7 - Wrong structure, symbols and labels",Water Pump will be turned ON when the Button is OFF and the Water Level Detector is ON.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have the same state (ON and ON or OFF and OFF),"1 - Correct structure, symbols and labels","Alarm will never be turned ON, regardless the state of the input elements (Smoke Detector, Carbon Monoxide Detector or Test Button).","4 - Correct structure, wrong labels and symbols","Boiler will be turned ON when the Start Button is OFF, and the Stop Button and Heat Sensor are OFF.",4,2,4,3,4,4,4,4,4,4,"I feel , its very easy to understand and to work on. as its a drawing so it gives complete freedom to visualize the functions."
yOBoOW2m,"Jun 19, 2020 06:01:14 AM","Jun 19, 2020 06:16:21 AM",Engineer,5+ Years,5+ Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",4,1,5,1,4,2,4,1,5,1,"Ladder logic is very good for simple machine control programming. For these applications it is the easiest for the majority of people to understand. It does not work as well for sequential programming. Trying to write this style of programming often involves a lot intermediate of coils, edge detections and latches, which can be hard for some to follow."
TeCCWevd,"Jun 19, 2020 06:50:34 AM","Jun 19, 2020 07:11:55 AM",Engineer,< 1 Year,< 1 Year,Ladder diagram (LD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,3,1,5,1,5,1,5,1,
rZBopj1c,"Jun 19, 2020 06:57:30 AM","Jun 19, 2020 07:07:53 AM",Engineer,5+ Years,3-5 Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","5 - Wrong structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"2 - Correct structure and symbols, wrong labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","2 - Correct structure and symbols, wrong labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,5,1,3,2,5,1,5,1,
DvbNHQgJ,"Jun 19, 2020 07:05:29 AM","Jun 19, 2020 07:10:06 AM",Engineer,5+ Years,5+ Years,"Ladder diagram (LD),Function block diagram (FBD),Structured text (ST),Instruction list (IL),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",2,1,5,1,4,2,5,2,5,1,
hQBU5wRv,"Jun 19, 2020 07:06:54 AM","Jun 19, 2020 07:22:05 AM",Other,No programming experience,No experience,,"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"5 - Wrong structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",3,1,3,1,3,1,4,3,4,1,
XObje8bd,"Jun 19, 2020 07:23:31 AM","Jun 19, 2020 07:41:10 AM",Engineer,5+ Years,5+ Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,2,3,2,4,1,4,5,4,3,"Readability is ""OK"", but overall it's less efficient than FB or ST (but of course better than IL). Pherhaps easier to get in to for someone with a background as an electrician than someone trained in automation."
9RBUrpPx,"Jun 19, 2020 08:03:18 AM","Jun 19, 2020 08:54:52 AM",Other,No programming experience,No experience,No experience,"8 - Wrong structure, symbols and labels",Light will be turned ON when at least Button A or Button B is ON.,"3 - Correct structure and labels, wrong symbols","Water Pump will never be turned ON, regardless the state of the input elements (Button and Water Level Detector).","3 - Correct structure and labels, wrong symbols",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"2 - Correct structure and symbols, wrong labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","5 - Wrong structure, symbols and labels","Boiler will never be turned ON, regardless the state of the input elements (Start Button, Stop Button and Heat Sensor).",4,4,5,4,5,4,5,5,5,5,It's good for electrical works and for good knowledge.
05BUxegM,"Jun 19, 2020 08:23:53 AM","Jun 19, 2020 08:47:09 AM",Engineer,5+ Years,5+ Years,Ladder diagram (LD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is ON.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,4,2,4,1,5,1,5,3,
5yCCTYO4,"Jun 19, 2020 09:06:21 AM","Jun 19, 2020 09:30:45 AM",Engineering Student,1-2 Years,1-2 Years,Function block diagram (FBD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,5,1,3,1,3,1,4,1,
lHbficlz,"Jun 19, 2020 09:24:27 AM","Jun 19, 2020 10:01:41 AM",Engineer,No programming experience,No experience,Structured text (ST),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"2 - Correct structure and symbols, wrong labels",Water Pump will be turned ON when the Button is OFF and the Water Level Detector is ON.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"2 - Correct structure and symbols, wrong labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,1,4,1,5,1,2,1,4,1,"At first glance I needed a double take to remember the n/o and n/c pics, I had doubts on some of my answers but the logic seems simple to learn, I think if I had seen the actual solution for a given set that I got wrong, I would very quickly be able to learn from the mistake and thereafter predict the correct answer if questioned more, however I do believe for some people they would most likely not be able to consider the concept of this being open and that closed in order for X to work, or for two different paths whereby only one is required to be on, in order for the end output to function accordingly. Personally I like it, I like it a lot"
wVBoZg20,"Jun 19, 2020 09:48:08 AM","Jun 19, 2020 10:09:58 AM",Engineer,< 1 Year,< 1 Year,Ladder diagram (LD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",3,2,5,2,4,2,4,1,5,1,
tkbD58j2,"Jun 19, 2020 09:21:16 PM","Jun 19, 2020 09:29:54 PM",Other,5+ Years,5+ Years,Function block diagram (FBD),"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"2 - Correct structure and symbols, wrong labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",4,4,4,4,5,4,4,4,4,3,
NfBo1TKZ,"Jun 21, 2020 09:32:14 PM","Jun 21, 2020 09:44:16 PM",Engineer,5+ Years,5+ Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"5 - Wrong structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",1,3,3,5,2,4,3,3,1,5,I have never used it and I don't understand
JkCCkVlK,"Jun 21, 2020 10:40:59 PM","Jun 21, 2020 10:53:58 PM",Engineer,No programming experience,No experience,No experience,"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON or the Water Level Detector is ON.,"3 - Correct structure and labels, wrong symbols",Light will be turned ON when Button A and Button B have the same state (ON and ON or OFF and OFF),"3 - Correct structure and labels, wrong symbols","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","7 - Wrong structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",3,1,3,3,4,1,3,2,3,3,
LRzvAffo,"Jun 21, 2020 10:41:27 PM","Jun 21, 2020 10:51:54 PM",Technician,1-2 Years,1-2 Years,"Function block diagram (FBD),Structured text (ST),Sequential function chart (SFC)","2 - Correct structure and symbols, wrong labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"6 - Wrong structure, symbols and labels","Alarm will be turned ON when both the Smoke and Carbon Monoxide detectors are ON, or when the Test Button is ON.","3 - Correct structure and labels, wrong symbols","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",5,2,2,2,3,4,4,2,4,3,
YeBockNq,"Jun 21, 2020 10:45:11 PM","Jun 21, 2020 11:13:37 PM",Engineer,No programming experience,No experience,,"1 - Correct structure, symbols and labels",Light will only be turned ON when both Button A and Button B are ON.,"1 - Correct structure, symbols and labels",Water Pump will be turned ON when the Button is ON and the Water Level Detector is OFF.,"1 - Correct structure, symbols and labels",Light will be turned ON when Button A and Button B have different states (ON and OFF or OFF and ON),"1 - Correct structure, symbols and labels","Alarm will be turned ON when at least one of the following elements is ON: Smoke Detector, Carbon Monoxide Detector or Test Button.","1 - Correct structure, symbols and labels","Boiler will be turned ON when the Start Button is ON, and the Stop Button and Heat Sensor are OFF.",3,2,4,4,3,2,4,3,4,2,
